Milla Jovovich
Isabelle Guérard
Aliswa Guili
Philisande Guili
Noma-Oleji Guili
Thantokazi Guili
Roz Grewar
Mbutuma Gubo
Tyson Hall
Alwyn van den Heever
John Ho
Bryan Hofbauer
Christine Jacobson
Karen Jacobson
Christine Jacobsen
Clinton Jolobe
Lewis Kollar
Roc LaFortune
Veronique LaPointe
Pierre Leblanc
Kaew Lipiwongwattanakiu
Cecilia Cho Liu
S.S. Liwdani
Doug Maclean
Linda Madaza
Curtis Maninjwa
Pearl Matott
Lawrence Maxongo
Nkuleko Mauimbeni
Tembaukosi Mbadu
Anele Mbangata
Siv Mbelu
Gregorlane Minot-Payeur
William Mtakati
Kolekile Ngilana
Lolly Ngxola
Velephi Njiva
Nomgavoa Nomachule
Nancy Nomankantsu
Dotor Ntlangenisela
Aubert Pallascio
Suwimon Petcharayutporn
Koson Peungsiri
Gog Prisatien
Judith A. Richard
Ian Roberts
Richard Robitaille
Witchai Saeli
Supanat Sasipongpana
Orlando Sebeni
Anele Solwandle
Linda Smith
Ian Sternthal
Suthep Tangtaweesukho
Chaiyaporn Torphorn
Madodandile Tsheleni
Akarin Tungboriboonkit
Aroon Wanatsabadeewong
Glen Dudley Watt
Peerawat Yanoo
Micheline Beaulieu
Gilles Bernard
Jocelyne Bienvenue
Chantal Boivin
Marcel Bréard
Jean Campos
Francis Ciara
Maxine Croteau
Phillippe Darren
Serge Dauphin
Mary Dbl
Andrew Dent
Warner Baxter
Bebe Daniels
George Brent
Ruby Keeler
Ginger Rogers
Dick Powell
Ned Sparks
Allen Jenkins
Una Merkel
George E. Stone
Edward Nugent
Guy Kibbee
Robert McWade
Harry Akst
Loretta Andrews
Joan Barclay
Louise Beavers
Lynn Browning
Edna Callahan
Maxine Cantway
Margaret Carthew
Wallis Clark
Virginia Dabney
Mildred Dixon
Al Dubin
Ruth Eddings
Patricia Ellis
Renee Evans
Patsy Farnum
Dixie Francis
June Glory
Mary Halsey
Shep Houghton
Ann Hovey
George Irving
Alice Jans
Evelyn Joice
Gertrude Keeler
Helen Keeler
Tom Kennedy
Milton Kibbee
Margaret La Marr
Jack La Rue
Adele Lacy
Charles Lane
Lorena Layson
Eve Marcy
Kermit Maynard
Clarence Nordstrom
Dave O'Brien
Dennis O'Keefe
Agnes Ray
Donna Mae Roberts
Barbara Rogers
Cliff Saum
Harry Seymour
Jayne Shadduck
Lyle Talbot
Grace Tobin
Henry B. Walthall
Harry Warren
Dorothy Wellman
Dorothy White
Renee Whitney
Pat Wing
Toby Wing
Jeff Daniels
Joely Richardson
Joan Plowright
Mark Williams
John Shrapnel
Zohren Weiss
Mark Haddigan
Hugh Fraser
Hugh Laurie
Michael Percival
Neville Phillips
John Evans
Hilda Braid
Margery Mason
John Benfield
Andrew Readman
John Peters
Bill Stewart
Gerald Paris
Joe Lacey
Brian Capron
Harry Fielder
Arthur Mullard
Laurence Richardson
Henry Fonda
Lee J. Cobb
Jack Klugman
E. G. Marshall
Ed Begley
John Fiedler
Jiří Voskovec
Martin Balsam
Joseph Sweeney
Edward Binns
Rudy Bond
John Savoca
Billy Nelson
James Kelly
Akshaye Khanna
Kareena Kapoor
Shahid Kapoor
Isha Koppikar
Upen Patel
Paresh Rawal
Johnny Lever
Tanushree Dutta
Payal Rohatgi
Priyanka Chopra
Tanaaz Irani
Dinyar Contractor
Vivek Shauq
Rajendranath Zutshi
Roshan Tirandaz
Gary Lockwood
William Sylvester
Daniel Richter
Vivian Kubrick
Leonard Rossiter
Margaret Tyzack
Robert Beatty
Sean Sullivan
Frank A. Miller
Ed Bishop
Alan Gifford
Ann Gillis
Bill Weston
Glenn Beck
Edwina Carroll
Penny Brahms
Heather Downham
Mike Lovell
John Ashley
Jimmy Bell
David Charkham
Simon Davis
Jonathan Daw
Péter Delmár
Terry Duggan
David Fleetwood
Danny Grover
Brian Hawley
David Hines
Tony Jackson
John Jordan
Scott MacKee
Laurence Marchant
Darryl Paes
Joe Refalo
Andy Wallace
Bob Wilyman
Richard Woods
Martin Amor
S. Newton Anderson
Sheraton Blount
Ann Bormann
John Clifford
Julie Croft
Penny Francis
Jane Hayward
Kenneth Kendall
Marcella Markham
Irena Marr
Krystyna Marr
Kim Neil
Jane Pearl
Penny Pearl
Kevin Scott
John Swindells
Burnell Tucker
Julia Stiles
Heath Ledger
Joseph Gordon-Levitt
David Krumholtz
Andrew Keegan
Allison Janney
Larry Miller
Susan May Pratt
David Leisure
Gabrielle Union
Kyle Cease
Bianca Kajlich
Monique Powell
Mauricio Ochmann
Adriana Fonseca
Ninel Conde
Luis Felipe Tovar
Xavier Massimi
Paco Rocher
Verónica Segura
Rogelio Guerra
Michael Treanor
Max Elliott Slade
Chad Power
Patrick Labyorteaux
Margarita Franco
Rand Kingsley
Joel Swetow
Kate Sargeant
Clifton Powell
Alicia Witt
Leelee Sobieski
Benjamin McKenzie
Deborah Kara Unger
Neal McDonough
Amy Brenneman
Stephen Moyer
Victoria Tennant
Michael Eklund
Brendan Fletcher
Kaj-Erik Eriksen
Leah Cairns
William Forsythe
Christopher Redman
Kristina Copeland
Tammy Hui
Vicky Huang
Michal Yannai
Paul Campbell
Brenda McDonald
Carrie Genzel
Julian Christopher
Tim Henry
Mike Dopud
Brad Turner
Michael Adamthwaite
Jean Montanti
Timothy Paul Perez
Marcus Hondro
Trilby Glover
Damien Leake
Philip Moon
Bob Stephenson
Muhammad Shareef
Paul Robeson, Jr.
Frances Cress Welsing
Hakim Adi
Mighty Gabby
Bill Cosby
M. K. Asante
Amiri Baraka
Luke Perry
Stephen Baldwin
Cynthia Geary
James Rebhorn
Renée Zellweger
Cameron Finley
Khaled
Cheb Mami
Mouss Zouheyri
Najim Laouriga
Bass Dhem
Youssef Diawara
Nedjma
Medhi Bougima
Balla Touré
Farid Fedjer
Saïd Dahmani
Abdelmalek Fillali
Mohamed Camara
Gaoussou Diarra
Patrice Thibaud
Warren Beatty
Goldie Hawn
Gert Fröbe
Scott Brady
Wolfgang Kieling
Arthur Brauss
Monica Stender
Christiane Maybach
Robert Stiles
Bob Herron
Hans Hutter
Horst Hesslein
Wolfgang Kuhlman
Klaus Schichan
Tove Platon
Kirsten Lahman
Françoise Blanc
Darrell Armstrong
Walt Trott
Sigourney Weaver
Armand Assante
Loren Dean
Mark Margolis
Arnold Vosloo
Fernando Rey
Michael Wincott
Ángela Molina
Kevin Dunn
John Heffernan
Tchéky Karyo
Billy L. Sullivan
Kario Salem
Valeria Bruni Tedeschi
Stéphane Freiss
Michael Lonsdale
Françoise Fabian
Géraldine Pailhas
Antoine Chappey
Marc Ruchmann
Jason Tavassoli
Jean-Pol Brissart
Eliane Kherris
Yannis Belkacem
Sylvie Debrun
Jean Neisser
Ninon Brétécher
Marie-Madeleine Fouquet
Hwang Shin-hye
Bang Eun-jin
Cheol-Ho Park
Jae-yeong Choi
Chu-Ryeon Kim
Jang Young-joo
Park Young-rok
Lee Ji Yeon
Noh Yoo-rim
Hee-kyung Jung
Ju-yeon Lim
Seung-Hee Hong
Jung Yoo-jin
Choi Jeong-hwa
Robert Lansing
Lee Meriwether
Robert Strauss
James Congdon
Charles Herbert
Jo Morrow
Rosemary DeCamp
Martin Milner
Donald Woods
Margaret Hamilton
Hugh Marlowe
Norma Varden
John van Dreelen
Alexandra Bastedo
John Schneider
Dulé Hill
Fred Ward
Kaley Cuoco
Ivan Sergei
Iris Graham
Rebecca Jenkins
Jennifer Garner
Judy Greer
Kathy Baker
Christa B. Allen
Phil Reeves
Sean Marquette
Brittany Curran
Samuel Ball
Mary Pat Gleason
Alexandra Kyle
Ashley Benson
Renee Olstead
Jim Gaffigan
Brie Larson
Marcia DeBonis
Lynn Collins
Susan Egan
Kiersten Warren
Alex Black
Ian Barford
Philip Pavel
Maz Jobrani
Sarah Loew
Megan Lusk
Julia Roth
Jeffrey Shane Cohn
George Hine
Benita Nall
Irena A. Hoffman
Robinne Lee
Justin Burke
Sara Swain
Catherine Combs
Gia Mantegna
Sydni Beaudoin
Corena Chase
Crystal Michelle
Madeline Sprung-Keyser
Richard Whitebear
Shambo Pfaff
John W. Grant
Fabrice Calmettes
Eron Otcasek
Kevin D. White
Timothy Anderson
Adrian Armas
Carmit Bachar
Rita Bland
Douglas Caldwell
Tyce Diorio
Nadine Ellis
Janina Garraway
Stacey Harper
Brandon Henschel
Michael William Higgins
Katie Miller
Nancy O'Meara
Bubba Dean Rambo
Caroline A. Rice
Kevin Stea
Michon Suyama
Kadee Sweeney
Natalie Willes
Darrel W. Wright
Kimberly Wyatt
Jason Yribar
Nicole Abisinio
David Boston
Candace Elaine
Amber Gristak
Ward Horton
Bill Kotsatos
Melody Krell
Jason Makely
Luis Pedron
James Pomichter
Mario Simone
Scout Taylor-Compton
Brad Tiemann
Michael Tommer
Larry Vigus
Daisuke Kizaki
Eiko Koike
Maho Nonami
Jennifer Kendal
Geoffrey Kendal
Debashree Roy
Soni Razdan
Sanjana Kapoor
Karan Kapoor
Ruma Guha Thakurta
Munmun Kapoor
Dina Ardeshir
Fae Soares
Renu Roy
Sylvia Philips
Kamalini Sen
Mahrukh Doctor
Juhi Chawla
Manoj Pahwa
Nina Kulkarni
Anang Desai
Manini Mishra
Chahat Khanna
Ninad Kamat
Irrfan Khan
Shrivallabh Vyas
Rushad Rana
Pradeep Kharab
Ashok Banthia
Manish Chaudhary
Madhavi Chopra
Ajay Gehi
Jenifer
Vienu Grover
Marcello Mastroianni
Claudia Cardinale
Anouk Aimée
Sandra Milo
Barbara Steele
Madeleine LeBeau
Rossella Falk
Eddra Gale
Caterina Boratto
Mario Pisu
Guido Alberti
Vadim Wolkowsky
Maria Wertmuller
Flaminia Torlonia
Antonio Acqua
Gideon Bachman
Maria Antonietta Beluzzi
Agnes Bonfanti
Deena Boyer
Anna Caramini
Olimpia Cavalli
Alfredo De Lafeld
Sebastiano De Leandro
Edward Fleming
Grazia Frasnelli
Sonia Gessner
John Francis Lane
Valentina Lang
Annarosa Lattuada
Roberto Nicolosi
Nino Rota
Luciana Sanseverino
Mario Conocchia
Bruno Agostini
Cesarino Miceli Picardi
Jean Rougeul
Yvonne Casadei
Abdalqadir as-Sufi
Mino Doro
Nadia Sanders
Georgia Simmons
Edy Vessel
Tito Masini
Annie Gorassini
Rossella Como
Mark Herron
Marisa Colomber
Neil Robinson
Elisabetta Catalano
Eugene Walter
Hazel Rogers
Gilda Dahlberg
Mario Tarchetti
Mary Indovino
Frazier Rippy
Francesco Rigamonti
Giulio Paradisi
Marco Gemini
Giuditta Rissone
Annibale Ninchi
Mathilda Calnan
Giulio Calì
Franco Caracciolo
Elisabetta Cini
Dina de Santis
Eva Gioia
Riccardo Guglielmi
John Karlsen
Palma Mangini
Ferdinand Guillaume
Maria Raimondi
John Stacy
Maria Tedeschi
Roberta Valli
Russell Crowe
Jennifer Connelly
Ed Harris
Paul Bettany
Christopher Plummer
Adam Goldberg
Anthony Rapp
Josh Lucas
Judd Hirsch
Vivien Cardone
Jason Gray-Stanford
Austin Pendleton
Ron Howard
Tanya Clarke
Jill M. Simon
Jesse Doran
Kent Cassella
Patrick Blindauer
John Blaylock
Roy Thinnes
Anthony Easton
Cheryl Howard
Rance Howard
Jane Jenkins
Darius Stone
Josh Pais
Alex Toma
Valentina Cardinalli
Teagle F. Bougere
David B. Allen
Michael Esper
Eva Burkley
Amy Walz
Tracey Toomey
Jennifer Weedon
Yvonne Thomas
Holly Pitrago
Isadore Rosenfeld
Tommy Allen
Dave Bayer
Brian Keith Lewis
Tom McNutt
Will Dunham
Glenn Roberts
Ed Jupp Jr.
Christopher Stockton
Gregory Dress
Carla Occhiogrosso
Matt Samson
Reina Nomura
Kathleen Fellegara
Betsy Klompus
Stelio Savante
Logan McCall
Bob Broder
Michael Abbott Jr.
Reggie Austin
Fileena Bahris
Lloyd Baskin
Sean Bennett
Cade Bittner
James Thomas Bligh
Rich Bryant
Dan Chen
Phil Cirincione
Scott Addison Clay
Sean Dillon
Berly Ellis
Jonah Falcon
Fabrizio Fante
Scott Fernstrom
Michael Fiore
Mike Fitzgerald
Todd Fredericks
Gregory Gordon
Evan Hart
Dory Manzour
Charles McClelland
Jon M. McDonnell
Robert Myers
Charles Pendelton
Reed Penney
Michael Pierce
Mills Pierre
Sean Reid
Ned Stuart
Dave Sweeney
Alessandro Tanaka
Douglas Taurel
John H. Tobin
Jeffrey Christopher Todd
Ryan Tygh
Erik Van Wyck
Warner Wolf
Chow Yun-Fat
Ti Lung
Leslie Cheung
Kenneth Tsang
John Woo
Waise Lee
Emily Chu
Shing Fui-On
Chi Fai Chan
Hing-Yin Kam
San Nam Hung
Yangzi Shi
Tien Feng
Hap Wong
Stephen Chow
Ming Leung
Pierre Tremblay
Tsui Hark
Shung Fung Lau
Wei Ho Tu
Yung-sheng Pan
Seng-Kwong Chang
Foo-wai Lam
Hsi-chun Yang
Wai Tong Wong
Te-wei Chu
Ming-Wai Chan
Wing-Hong Cheung
Wai Cheung Mak
Han-yuan Ma
Patrick Leung
Kwok Leung Cheung
Dean Shek
Regina Kent
Kwan Shan
Ng Man-tat
Lung Ming-yan
Peter Wang
Lam Chung
Pamelyn Ferdin
Glenn Gilger
Andy Pforsich
Ann Altieri
Erin Sullivan
Lynda Mendelson
Christopher DeFaria
Guy Pforsich
Bill Melendez
Hilary Momberger
Peter Robbins
Sally Dryer
Dirk Bogarde
Michael Caine
Sean Connery
Edward Fox
Elliott Gould
Gene Hackman
Anthony Hopkins
Hardy Krüger
Ryan O'Neal
Laurence Olivier
Robert Redford
Maximilian Schell
Liv Ullmann
Denholm Elliott
Alun Armstrong
Michael Graham Cox
Donald Douglas
Arthur Hill
Siem Vroom
Marlies van Alcmaer
Erik van 't Wout
Wolfgang Preiss
Hans von Borsody
Josephine Peeper
Paul Maxwell
Walter Kohut
Peter Faber
Hartmut Becker
Frank Grimes
Jeremy Kemp
Donald Pickering
Peter Settelen
Stephen Moore
Michael Byrne
Paul Copley
Nicholas Campbell
Gerald Sim
Harry Ditson
Erik Chitty
Brian Hawksley
Colin Farrell
Christopher Good
Norman Gregory
Anthony Milner
Barry McCarthy
Lex van Delden
Michael Wolf
Sean Mathias
Tim Beekman
Edward Seckerson
Tom van Beek
Bertus Botterman
Henny Alma
Ray Jewers
Geoffrey Hinsliff
Keith Drinkel
Mary Smithuysen
Hans Croiset
Fred Williams
John Peel
John Judd
Ben Cross
Hilary Minster
David English
Ben Howard
Johan te Slaa
Georgette Reyevski
Pieter Groenier
Adrienne Kleiweg
Peter Gordon
Garrick Hagon
Brian Gwaspari
Stephen Rayment
Timothy Morand
James Wardroper
Neil Kennedy
John Salthouse
Jonathan Hackett
Stanley Lebor
Jack Galloway
Milton Cadman
David Auker
Richard Kane
Michael Bangerter
Philip Raymond
Myles Reithermann
Anthony Pullen Shaw
John Morton
John Ratzenberger
Patrick Ryecart
Dick Rienstra
Ian Liston
Paul Rattee
Mark Sheridan
George Innes
John Stride
Niall Padden
Michael Graves
Florinda Bolkan
Renato Salvatori
Daniel Quenaud
Hugo Blanco
Anna Carena
Teresa Gimpera
Adriana Asti
Angela Cardile
José María Prada
Miranda Campa
Julia Peña
Lillo Brancato, Jr.
Chazz Palminteri
Francis Capra
Taral Hicks
Kathrine Narducci
Frank Pietrangolare
Clem Caserta
Alfred Sauchelli Jr.
Robert D'Andrea
Fred Fischer
Dave Salerno
Joe D'Onofrio
Luigi D'Angelo
Louis Vanaria
Dominick Rocchio
Patrick Borriello
Paul Perri
Thomas A. Ford
Rocco Parente
Joe Black
Louis Gioia
Mitch Kolpan
Phil Foglia
Richard DeDomenico
Max Genovino
Ralph Napolitano
Steve Kendall
A.J. Ekoku
Sobe Bailey
Domenick Lombardozzi
Frank Caserta Sr.
Ed Derian
Larry Lederman
Gianna Ranaudo
Philip Garbarino
Nicky Blair
Joe Calvacca Jr.
Anthony Etergineoso
Louis Etergineoso
Joe Laham
Alan Lange
Darell Grant
Demond Webber
Rhaman Thomas
Kacy Brooks
Jason Meighan
Steve Pendleton
John Tanuzzo Jr.
Steve Bonge
Greg Domey
Mark Cafariella
Butch Garcia
Sonny Hurst
David Batiste
Derrick Simmons
Ali A. Wahhab
Albert Attanasio
Pat Vacaro
Rocco 'Girffe' Matra
Frank Caserta Jr.
Richie Ranieri
Sal Cestaro
Larry Guardino
Macky Anannlin
Mike Morigi
Garry Pastore
Anthony Corozzo
Beansie
Emily Degrass
Johnny Motts
Linda Lalicata
Elizabeth Abassi
Ida Bernardini
Clem Caserta Jr.
Frank Conti
Chris Antley
Nina von Arx
Jean Cruguet
Antonio Graell
Richard Migliore
Johnny Velazquez
Tony Cordeiro
Damian Bailey
Alex Ballar
Julia Campanelli
Frank Cristantiello
William DeMeo
Michael '2-Smoove' Demitro
John G. Hoyt
Ronnie Marmo
Kresimir Novakovic
Judy Prianti
Ron Rivera
James Sampson
Anthony Scavone
Eric Skoy
Bert Convy
Ed Nelson
Antony Carbone
Barboura Morris
Bruno Vesota
Jhean Burton
Judy Bamber
Julian Burton
John Brinkley
John Herman Shaner
Myrtle Vail
Lynn Storey
Alex Hassilev
Paul Horn
Dave Foley
Kevin Spacey
Julia Louis-Dreyfus
Madeline Kahn
Jonathan Harris
Phyllis Diller
Michael McShane
Joe Ranft
Richard Kind
Hayden Panettiere
Bonnie Hunt
Denis Leary
Brad Garrett
Ashley Tisdale
David Hyde Pierce
Edie McClurg
Alex Rocco
Debi Derryberry
John Lasseter
Rodger Bumpass
David Ossman
Mickie McGowan
Andrew Stanton
Carlos Alazraqui
Jack Angel
Bob Bergen
Kimberly J. Brown
Anthony Burch
Jennifer Darling
Rachel Davey
Paul Eiding
Jessica Evans
Bill Farmer
Sam Gifaldi
Brad Hall
Jess Harnell
Brenden Hickey
Kate Hodges
Denise Johnson
Sherry Lynn
Courtland Mead
Christina Milian
Kelsey Mulrooney
Ryan O'Donohue
Jeff Pidgeon
Philip Proctor
Jan Rabson
Jordan Ranft
Brian M. Rosen
Rebecca Schneider
Francesca Smith
Hannah Swanson
Russi Taylor
Travis Tedford
Lee Unkrich
Jordan Warkol
Maria Albertina
Beatriz Costa
Silvestre Alegrim
Henrique Alves
Fernanda Campos
Zizi Cosme
Francisco Costa
Elvira Coutinho
Júlia da Assunção
Maria da Luz
Manoel de Oliveira
Coralia Escobar
undefined
Eduardo Fernandes
Ivone Fernandes
Teresa Gomes
António Silva
Eric Portman
Sheila Sim
Dennis Price
John Sweet
Charles Hawtrey
Kim Hunter
Esmond Knight
Freda Jackson
Betty Jardine
Hay Petrie
Edward Rigby
George Merritt
Judy Garland
Elizabeth Wilson
Gloria McGehee
Gena Rowlands
Paul Stewart
John Marley
Bill Mumy
Bruce Ritchey
Lawrence Tierney
Steven Hill
John Cassavetes
Joey Wong
Wu Ma
Wong Jing
David Wu
Siu-Ming Lau
Kam Chiang
Zhilun Xue
Michael Douglas
Alyson Reed
Nicole Fosse
Vicki Frederick
Gregg Burge
Terrence Mann
Michael Blevins
Pam Klinger
Blane Savage
Cameron English
Yamil Borges
Khandi Alexander
Timothy Scott
Melinda Dillon
Darren McGavin
Peter Billingsley
Zack Ward
Ian Petrella
Scott Schwartz
Tedde Moore
R.D. Robb
Jean Shepherd
Jeff Gillen
Yano Anaya
Colin Fox
Paul Hubbard
Leslie Carlson
Jim Hunter
Patty Johnson
Drew Hocevar
David Svoboda
Dwayne McLean
Helen E. Kaider
John Wong
Johan Sebastian Wong
Fred Lee
Dan Ma
Rocco Bellusci
Tommy Wallace
Bob Clark
Giada Dobrzenska
John Kennedy
Bill Kravitz
Jordan-Patrick Marcantonio
Julie Matthews
Christine Powrie
Kristephan Warren-Stevens
Wilfred Lucas
James Finlayson
Anita Garvin
Peter Cushing
Charlie Hall
Forrester Harvey
Hilary Duff
Chad Michael Murray
Jennifer Coolidge
Regina King
Julie Gonzalo
Dan Byrd
Whip Hubley
Madeline Zima
Kevin Kilner
Alexis Raich
Brad Bufanda
Sandra McCoy
Paul Rodriguez
Andrea Avery
John Travolta
Robert Duvall
Tony Shalhoub
Kathleen Quinlan
Bruce Norris
Stephen Fry
William H. Macy
Dan Hedaya
Harry Dean Stanton
Peter Jacobson
Mary Mara
Sydney Pollack
Kathy Bates
Ned Eisenberg
Željko Ivanek
David Thornton
Collin Pelton
Malcolm McDowell
David Prowse
Aubrey Morris
Patrick Magee
Warren Clarke
Michael Tarn
James Marcus
Michael Bates
Adrienne Corri
Miriam Karlin
Godfrey Quigley
Anthony Sharp
Carl Duering
Paul Farrell
Clive Francis
Michael Gover
John Clive
Sheila Raynor
Madge Ryan
John Savident
Philip Stone
Pauline Taylor
Steven Berkoff
Lindsay Campbell
Barrie Cookson
Jan Adair
Gaye Brown
Peter Burton
John J. Carney
Vivienne Chandler
Richard Connaught
Prudence Drage
Carol Drinkwater
Lee Fox
Cheryl Grunwald
Gillian Hills
Craig Hunter
Shirley Jaffe
Virginia Wetherell
Neil Wilson
Katya Wyeth
Frankie Abbott
Roy Beck
Robert Bruce
Maurice Bush
Steadman Clark
George Coulouris
Jeremy Curry
David Dawkins
Andros Epaminondas
Helen Ford
Norman Gay
Dr. Gundry
Peter Hannon
Margaret Heald
Nicholas Hill
Fred Hugh
Katharina Kubrick
Olive Mercer
Leslie Nye
George O'Gorman
Nat Pearn
Rex Rashley
Fred Real
Pat Roach
Henry Robert
Billy Russell
Winifred Sabine
Barbara Scott
Shane Shelton
Tom Sye
Arthur Tatler
Alec Wallis
Sister Watkins
Kelly Macdonald
James Fleet
Keeley Hawes
Jeremy Northam
Ian Hart
Gillian Anderson
Dylan Moran
David Walliams
Ashley Jensen
Joe Williams
Paul Kynman
Conal Murphy
Benedict Wong
Mark Hadfield
Elizabeth Berrington
Jenny Ogilvie
Lola Naymark
Ariane Ascaride
Jackie Berroyer
Marie Felix
Thomas Laroppe
Arthur Quehen
Anne Canovas
Marina Tomé
Elisabeth Commelin
Ludivine Morissonaud
Marlon Brando
Sophia Loren
Sydney Chaplin
Tippi Hedren
Patrick Cargill
Oliver Johnston
Geraldine Chaplin
Charlie Chaplin
Margaret Rutherford
Michael Medwin
Angela Scoular
John Paul
Victoria Chaplin
Peter Bartlett
Bill Nagy
Dilys Laye
Angela Pringle
Jenny Bridges
Arthur Gross
Fred Astaire
George Burns
Gracie Allen
Joan Fontaine
Ralph Fiennes
Alexander Siddig
Denis Quilley
Bernard Lloyd
Nicholas Jones
Paul Freeman
Arnold Diamond
Peter Copley
Gillian Barge
Robert Arden
Roger Hammond
Michael Cochrane
Groucho Marx
Harpo Marx
Leonard Marx
Allan Jones
Maureen O'Sullivan
Dudley Dickerson
Esther Muir
Margaret Dumont
Douglass Dumbrille
Robert Middlemass
Leonard Ceeley
Ivie Anderson
Vivien Fay
Edna Purviance
Marion Feducha
Bob Kelly
Jackie Coogan
Babe London
Henry Bergman
Loyal Underwood
Tom Wilson
Tracey Ullman
Johnny Knoxville
Selma Blair
Chris Isaak
Mink Stole
Patty Hearst
Jackie Hoffman
Wes Johnson
Suzanne Shepherd
Scott Morgan
Lucy Newman-Williams
Nicholas E.I. Noble
Albert Austin
Charles Reisner
Ronald Colman
Signe Hasso
Edmond O'Brien
Betsy Blair
Shelley Winters
Millard Mitchell
Joe Sawyer
Ray Collins
Philip Loeb
Charles La Torre
John Derek
John Drew Colt
Elizabeth Dunne
Sid Tomack
Harry Connick, Jr.
Branford Marsalis
Andy Griffith
Patricia Neal
Anthony Franciosa
Walter Matthau
Lee Remick
Marshall Neilan
Burl Ives
Bennett Cerf
Alexander Kirkland
Rod Brasfield
Charles Irving
Rip Torn
Percy Waram
Paul McGrath
Howard Smith
Kay Medford
Big Jeff Bess
Henry Sharp
R. G. Armstrong
John Bliss
Walter Cartier
Larry Casazza
Lois Chandler
Carolyn Craig
John Stuart Dudley
Faye Emerson
Willie Feibel
Nicholas Frangakis
Betty Furness
Virginia Graham
Harold Jinks
Sam Levenson
Brownie McGhee
Lois Nettleton
Logan Ramsey
Charles Nelson Reilly
Diana Sands
Granny Sense
P. Jay Sidney
Fred Stewart
John Cameron Swayze
Eva Vaughan
Mike Wallace
Vera Walton
Earl Wilson
Walter Winchell
Lee Ryder
Michael Christopher
Ted Danson
Howie Mandel
Paul Sorvino
Richard Mulligan
Stuart Margolin
María Conchita Alonso
Jennifer Edwards
Keye Luke
Rick Ducommun
John Cleese
Jamie Lee Curtis
Kevin Kline
Michael Palin
Maria Aitken
Tom Georgeson
Roland MacLeod
Cynthia Cleese
Patricia Hayes
Peter Jonfield
Geoffrey Palmer
Mark Elwes
Ken Campbell
Al Hunter Ashton
Roger Hume
Roger Brierley
Llewellyn Rees
Kate Lansbury
Robert Ian Mackenzie
Andrew MacLachlan
Jeremy Child
Pamela Miles
Tom Pigott-Smith
Katherine John
Sophie Johnstone
Kim Barclay
Sharon Twomey
Patrick Newman
David Simeon
Imogen Bickford-Smith
Tia Lee
Waydon Croft
John Dixon
Anthony Pedley
Robert McBain
Clare McIntyre
Charu Bala Chokshi
John Bird
Robert Goodman
Gian Maria Volonté
Antonio Prieto Puerto
Mario Brega
Sieghardt Rupp
Benito Stefanelli
Joseph Egger
Aldo Sambrell
Marianne Koch
Margarita Lozano
José Calvo
Wolfgang Lukschy
Daniel Martín
Bruno Carotenuto
Raf Baldassarre
Luis Barboo
Frank Braña
José Canalejas
Juan Cortes
Álvaro de Luna
Nino Del Arco
Jose Halufi
Frank Kalvow
Lee Miller
Antonio Molino Rojo
Nazzareno Natale
José Orjas
Manuel Peña
Antonio Pica
Nosher Powell
Julio Pérez Tabernero
José Riesgo
Lorenzo Robledo
Enrique Santiago
Umberto Spadaro
Fernando Sánchez Polack
William R. Thompkins
Edmondo Tieghi
Antonio Vico
Clint Eastwood
Antonio Moreno
James Coburn
Rod Steiger
Antoine Saint-John
David Warbeck
Franco Graziosi
Rik Battaglia
Maria Monti
Giulio Battiferri
Poldo Bendandi
Omar Bonaro
Roy Bosier
John Merrick
Sidney Drew
Ethel Lloyd
Edith Storey
Gladys Rankin
Jean Arthur
Marlene Dietrich
John Lund
Peter von Zerneck
Stanley Prager
William Murphy
Raymond Bond
Boyd Davis
Robert Malcolm
Charles Meredith
Michael Raffetto
Damian O'Flynn
Frank Fenton
James Larmore
Alec Guinness
Leo McKern
Edward Herrmann
John Randolph
Jeanne Moreau
Cateline Alteirac
Dorothy Grumbar
Michelle Gheleyns-Hue
Lauren Bacall
Norma Shearer
Lionel Barrymore
Clark Gable
Leslie Howard
Edward Brophy
James Gleason
Rock Hudson
Mary Peach
Barry Sullivan
Seizaburô Kawazu
Ayako Wakao
Michiyo Kogure
Tadeusz Łomnicki
Roman Polanski
Urszula Modrzyńska
Tadeusz Janczar
Zbigniew Cybulski
Zygmunt Hobot
Ryszard Kotys
August Kowalczyk
Janusz Paluszkiewicz
Bronislaw Kassowski
Jerzy Krasowski
Tadeusz Fijewski
Zofia Czerwinska
Cezary Julski
Albert Finney
Marion Cotillard
Abbie Cornish
Tom Hollander
Freddie Highmore
Archie Panjabi
Daniel Mays
Kenneth Cranham
Richard Coyle
Didier Bourdon
Isabelle Candelier
Rafe Spall
Jason Marsden
Rob Paulsen
